Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
United States,Chain Store Sales,1992-01-31T00:00:00,4818,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-02-29T00:00:00,5347,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-03-31T00:00:00,6262,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-04-30T00:00:00,6417,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-05-31T00:00:00,6636,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-06-30T00:00:00,6163,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-07-31T00:00:00,6025,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-08-31T00:00:00,7145,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-09-30T00:00:00,6461,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-10-31T00:00:00,7082,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-11-30T00:00:00,8996,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1992-12-31T00:00:00,13801,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-01-31T00:00:00,4985,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-02-28T00:00:00,5121,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-03-31T00:00:00,6296,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-04-30T00:00:00,6433,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-05-31T00:00:00,6690,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-06-30T00:00:00,6323,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-07-31T00:00:00,6237,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-08-31T00:00:00,7140,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-09-30T00:00:00,6633,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-10-31T00:00:00,7232,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-11-30T00:00:00,9041,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
United States,Chain Store Sales,1993-12-31T00:00:00,14194,Monthly,UNITEDSTACHASTOSAL,2016-02-03T13:00:00
